Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent)
37.11326621175513,-118.63039632301293,29328,96222,18.223844808163513,3018,9902,15,147,Shrub,17
37.11332133998886,-118.63006508670749,29359,96321,18.242509377454112,3016,9895,18,144,Shrub,22
37.11335,-118.62972770715152,29389,96419,18.261224404979973,3013,9885,16,147,Shrub,25
37.113404974437906,-118.6293934526231,29419,96519,18.28004980591392,3011,9879,14,142,Shrub,13
37.1135391726537,-118.62910037775092,29449,96617,18.29869120146283,3010,9875,19,159,Shrub,18
37.113656041975304,-118.62880770617289,29478,96713,18.31674572114394,3011,9879,26,163,Barren,0
37.11381081112471,-118.62852810761764,29508,96812,18.335519636235162,3013,9885,25,159,Barren,0
37.11389488356053,-118.62822331335202,29537,96906,18.35330921629985,3011,9879,26,154,Shrub,11
37.1138715631153,-118.62789625246123,29566,97001,18.37142162050521,3006,9862,24,167,Shrub,11
37.113703220876296,-118.62793104074007,29585,97064,18.383223003599365,2998,9836,29,174,Shrub,11
37.11354291112965,-118.62788607765727,29603,97124,18.39458569683754,2991,9813,30,173,Shrub,13
37.11353357154649,-118.6275442878368,29634,97223,18.413449714983635,2986,9797,27,173,Shrub,0
37.11351454232566,-118.62720176186188,29664,97323,18.432389072018065,2981,9780,24,170,Shrub,13
37.11344552173691,-118.62687926089407,29694,97420,18.45080758375576,2976,9764,25,165,Shrub,13
37.1133663986396,-118.62662614948985,29718,97500,18.4658035065773,2969,9741,22,164,Barren,0
37.1131872189553,-118.62647411276232,29742,97579,18.48076814329833,2962,9718,29,174,Barren,0
37.11312497477246,-118.62620500840919,29767,97660,18.496223676136086,2956,9698,29,167,Shrub,0
37.11312981568128,-118.62589531499607,29794,97750,18.513309581677337,2952,9685,26,159,Shrub,0
37.113224977137364,-118.62561733407227,29821,97839,18.529996090255455,2947,9669,26,149,Shrub,11
37.11317,-118.6253488907877,29846,97919,18.54528387297304,2942,9652,24,140,Shrub,0
37.11327725129983,-118.62504074710037,29876,98017,18.56382944505059,2935,9629,25,122,Shrub,0
37.113179373015996,-118.62478291534399,29901,98100,18.57958064031056,2928,9606,12,122,Shrub,0
37.11309454409028,-118.62446595080402,29931,98198,18.598022688218315,2923,9590,11,159,Shrub,0
37.11304224591264,-118.62412891810366,29961,98298,18.616962044342603,2920,9580,12,173,Shrub,11
37.11303,-118.62378704432281,29992,98397,18.63583876811119,2918,9573,13,186,Shrub,20
37.11287131797194,-118.62356889953826,30018,98483,18.65212572234474,2916,9567,12,178,Shrub,27
37.11282185759764,-118.62323693516574,30048,98582,18.67075373814333,2914,9560,13,168,Shrub,20
37.112878227623334,-118.62290222541952,30078,98681,18.689623568263475,2912,9554,16,161,Shrub,21
37.11282917890804,-118.62259786516088,30106,98772,18.706751459081985,2907,9537,18,144,Shrub,12
37.11274250143606,-118.62227417416611,30136,98871,18.72558601729546,2902,9521,13,154,Shrub,12
37.11268772894633,-118.62193868155089,30166,98971,18.744475659831643,2899,9511,18,164,Shrub,21
37.11271709999386,-118.62160386002085,30196,99069,18.763055854449572,2895,9498,21,174,Shrub,16
37.112606754667276,-118.62131134900068,30225,99163,18.780905051999436,2892,9488,15,183,Shrub,16
37.11250286378727,-118.62100145514908,30255,99261,18.799447967121022,2888,9475,12,166,Shrub,22
37.112392617519916,-118.62069094015934,30285,99360,18.818196953343676,2884,9462,12,157,Forest,23
37.11239945470294,-118.62035005866373,30315,99460,18.837006033724467,2881,9452,14,146,Forest,53
37.11247539130372,-118.62002382608885,30345,99559,18.855752037761015,2879,9446,16,148,Shrub,35
37.11258098805824,-118.61970703582529,30376,99659,18.874691405901434,2876,9436,15,133,Shrub,20
37.11269119335371,-118.61939383182242,30406,99758,18.893574808498634,2874,9429,12,126,Shrub,24
37.112866005392235,-118.61913098292459,30437,99858,18.912454078832464,2873,9426,16,158,Forest,22
37.112924307042675,-118.61880063942117,30467,99956,18.931116735742435,2872,9423,26,158,Forest,34
37.11297350577653,-118.61846915062077,30497,100055,18.949715621605296,2872,9423,27,178,Forest,44
37.11304647109315,-118.61814279657914,30527,100153,18.9684113995679,2870,9416,26,153,Forest,55
37.1129782600752,-118.61781026786663,30557,100253,18.987350756199113,2867,9406,14,170,Forest,39
37.11285962244443,-118.61750441426662,30587,100352,19.006111578563033,2865,9400,8,178,Forest,39
37.112823534613845,-118.61716664225686,30618,100452,19.02490955811939,2863,9393,8,163,Forest,30
37.11278180889788,-118.61682849160773,30648,100551,19.0437839350512,2860,9383,8,165,Forest,30
37.1126788969091,-118.61651672681825,30678,100650,19.06239599059287,2859,9380,10,161,Forest,32
37.11274763491184,-118.61620479013715,30707,100744,19.08024728805361,2859,9380,13,167,Shrub,17
37.11289117405137,-118.61591777341508,30737,100843,19.098934883055257,2858,9377,16,148,Shrub,20
37.112947160893086,-118.61558244156979,30767,100942,19.11783282306214,2857,9373,14,164,Shrub,19
37.112994141675316,-118.61524417993775,30798,101042,19.136772182586842,2856,9370,13,157,Shrub,16
37.11311150307189,-118.61494149429504,30828,101140,19.155337224018183,2854,9364,12,129,Shrub,12
37.11313732858184,-118.61461340378233,30857,101236,19.173522579898414,2852,9357,8,127,Shrub,16
37.11312040522752,-118.61427070585734,30887,101336,19.192461936202452,2849,9347,8,159,Shrub,14
37.11313984442294,-118.61393316120248,30917,101435,19.211129318090485,2848,9344,10,169,Shrub,25
37.11315532640966,-118.61359172105891,30948,101535,19.22999350151719,2847,9341,10,172,Shrub,27
37.11317405431741,-118.61325035886804,30978,101634,19.248867467742556,2847,9341,10,172,Shrub,21
37.11330432943771,-118.61295420701211,31008,101733,19.267523708824726,2848,9344,11,168,Shrub,26
37.113403016426986,-118.61263872074112,31038,101831,19.2862167763217,2847,9341,15,162,Shrub,26
37.113362526504446,-118.61230373185359,31068,101930,19.304905679615242,2845,9334,14,160,Shrub,19
37.11338206421063,-118.61199122710481,31096,102021,19.32219621583613,2843,9327,11,146,Shrub,13
37.11345955113826,-118.6116619076624,31127,102121,19.341135573487314,2841,9321,11,135,Shrub,13
37.11359834982616,-118.6113660066194,31157,102221,19.360071643507034,2840,9318,9,163,Shrub,23
37.11362,-118.61103006347693,31187,102320,19.378662493974463,2839,9314,11,174,Shrub,27
37.11360097020322,-118.61068798570429,31217,102419,19.39757716953879,2838,9311,10,175,Shrub,21
37.1134870949471,-118.61038849157849,31247,102516,19.4158788847353,2836,9304,9,187,Forest,19
37.11328870350432,-118.61016435175215,31277,102614,19.43434972498993,2834,9298,5,194,Shrub,15
37.11308393351208,-118.60996244619508,31306,102709,19.45236790303875,2832,9291,4,135,Shrub,19
37.11287676342031,-118.60975385717799,31335,102806,19.470745427153688,2829,9281,8,120,Shrub,24
37.112752513478895,-118.60946784788209,31364,102901,19.488710821355372,2827,9275,8,160,Shrub,0
37.112674936842026,-118.6091420263152,31394,103000,19.50746713969567,2825,9268,8,187,Shrub,15
37.11260573439758,-118.60881527608433,31424,103098,19.52611554499167,2823,9262,13,187,Shrub,21
37.11245578353188,-118.60852819388928,31455,103198,19.54504557359026,2821,9255,14,190,Shrub,13
37.112408073860564,-118.60820348297602,31484,103294,19.563258207158746,2821,9255,11,188,Shrub,27
37.112456355444586,-118.60786551188787,31515,103394,19.582197567623965,2821,9255,11,175,Shrub,31
37.11249362265769,-118.6075256299816,31545,103494,19.601121934280165,2820,9252,11,162,Forest,62
37.11252031919507,-118.60718391430306,31575,103594,19.62006129307942,2819,9249,8,139,Forest,60
37.11261394153944,-118.60686813362413,31605,103692,19.638644685414366,2819,9249,6,163,Forest,71
37.11269340078301,-118.60654499347491,31635,103791,19.657297295751267,2819,9249,10,174,Forest,66
37.11280000000001,-118.60623832158065,31665,103888,19.675750519343847,2819,9249,10,169,Forest,64
37.112815097472414,-118.60589588964045,31696,103988,19.69466791988263,2819,9249,12,161,Forest,62
37.11284167659404,-118.60555415807667,31726,104088,19.713607280990878,2819,9249,10,176,Forest,61
37.11286825572029,-118.60521242645348,31757,104188,19.732546638806934,2819,9249,13,196,Forest,56
37.11270317235925,-118.60495586179621,31786,104284,19.750731082797945,2819,9249,10,218,Shrub,26
37.112556313632936,-118.60472016968782,31812,104371,19.76722994030552,2818,9245,8,206,Shrub,40
37.11236783291868,-118.60447882363638,31842,104470,19.78586324800606,2818,9245,5,231,Shrub,40
37.1121569417286,-118.60426020629644,31873,104569,19.804789798426015,2818,9245,7,240,Shrub,24
37.111942279879884,-118.6040501999142,31903,104669,19.823622280502214,2818,9245,9,241,Shrub,14
37.11168778615053,-118.60392568273357,31933,104769,19.842518267604536,2818,9245,8,249,Shrub,13
37.11142373950099,-118.60387660864274,31963,104866,19.860982043137557,2818,9245,3,248,Shrub,16
37.111153518350264,-118.60385049858843,31993,104965,19.879728807509483,2818,9245,1,171,Forest,24
37.1108826494322,-118.60382595718771,32024,105064,19.89851381273614,2817,9242,1,218,Forest,30
37.11064442528001,-118.60366465926856,32054,105163,19.91724059451855,2817,9242,3,208,Forest,30
37.110447728123994,-118.603425812722,32084,105263,19.93617994983547,2816,9239,8,206,Forest,24
37.11022077301431,-118.60326231904294,32113,105359,19.954284699810945,2814,9232,12,199,Forest,44
37.11005182647611,-118.60302591323806,32142,105451,19.971795359150086,2811,9222,12,201,Shrub,38
37.109948785029275,-118.6032859812866,32167,105536,19.98781425359132,2808,9213,11,215,Forest,58
37.109716571115115,-118.60311580936232,32197,105634,20.006418464957534,2804,9199,11,184,Forest,64
37.10947193938185,-118.60296494948489,32228,105734,20.02527538095609,2799,9183,10,181,Shrub,46
37.109253965021416,-118.60276318367667,32258,105833,20.044015803210275,2795,9170,10,178,Shrub,60
37.1090356964079,-118.6025770892237,32287,105929,20.062272925958624,2791,9157,8,188,Shrub,31
37.10887167636855,-118.60233254641278,32316,106022,20.07989928599438,2788,9147,9,201,Shrub,15
37.108627018587406,-118.60220213732785,32345,106119,20.09828792935363,2785,9137,8,199,Shrub,19
37.10841781825515,-118.60198063109368,32376,106219,20.117227284464832,2782,9127,10,174,Shrub,27
37.10821874460391,-118.60211486770632,32401,106302,20.132862088888132,2778,9114,13,181,Shrub,24
37.1080224197404,-118.60198322472691,32426,106383,20.148261724179903,2775,9104,11,183,Shrub,26
37.10814447185027,-118.60169471850267,32455,106478,20.166277320864218,2772,9094,13,158,Shrub,6
37.10796795308839,-118.60144672494141,32484,106575,20.184613880262017,2769,9085,9,159,Shrub,6
37.10773153219908,-118.60138601170875,32511,106663,20.2013066839434,2767,9078,3,192,Shrub,9
37.107466082716805,-118.60133525768785,32541,106761,20.219880215042743,2765,9072,6,215,Shrub,17
37.107249489911894,-118.60117135230176,32569,106854,20.237379009440126,2763,9065,9,210,Shrub,35
37.10699278953108,-118.60115,32598,106948,20.255174152249953,2759,9052,9,197,Shrub,31
37.10673396724237,-118.60108015799446,32627,107044,20.2734869206835,2756,9042,9,197,Shrub,24
37.106549889919705,-118.6009315749331,32651,107124,20.288629754614735,2753,9032,12,215,Shrub,41
37.106373719756036,-118.60071808915997,32679,107214,20.305576382280066,2751,9026,12,205,Shrub,26
37.10622576895649,-118.60092086463035,32703,107294,20.32073750141802,2749,9019,9,238,Shrub,27
37.10609876680262,-118.60061753360523,32734,107393,20.339636534268504,2748,9016,6,193,Shrub,26
37.10605542050923,-118.60028897178228,32763,107490,20.358007940928477,2746,9009,7,167,Shrub,21
37.10580412227379,-118.60036687604854,32792,107585,20.37591377185487,2742,8996,11,174,Shrub,17
37.10555234681495,-118.60049573988879,32822,107684,20.394724227016475,2738,8983,12,178,Shrub,22
37.10535471018832,-118.60060352654112,32846,107763,20.409632026056695,2734,8970,9,174,Shrub,18
37.10518244646107,-118.60085755353893,32876,107860,20.4280265951867,2730,8957,14,189,Shrub,0
37.105109857933286,-118.60059213100077,32901,107942,20.443505749700073,2728,8950,13,180,Shrub,16
37.10508075774665,-118.60047874316471,32911,107977,20.450076754936518,2726,8944,13,174,Shrub,16
37.104978912846086,-118.60033209940958,32929,108033,20.460803856733342,2724,8937,11,169,Shrub,16
37.10479640165885,-118.60036179917057,32949,108100,20.47353413712695,2721,8927,9,173,Shrub,16
37.104720545992066,-118.60007310380941,32976,108189,20.49030233952974,2716,8911,16,147,Shrub,19
37.10461521656836,-118.59976969491153,33005,108285,20.508557112221034,2711,8894,12,132,Shrub,18
37.10436502124861,-118.59966,33035,108382,20.52689077051278,2709,8888,1,168,Shrub,18
37.104113294881046,-118.59966549146841,33063,108474,20.544305467562715,2707,8881,1,189,Shrub,16
37.103874659685715,-118.59964,33090,108562,20.560871800696482,2707,8881,1,228,Shrub,27
37.10360085318712,-118.59964,33120,108662,20.579811158296344,2706,8878,1,210,Shrub,14
37.1033862057307,-118.59945034347766,33149,108758,20.597974613421453,2706,8878,1,181,Shrub,23
37.10317493773765,-118.59925975095058,33178,108853,20.615977617614018,2706,8878,1,222,Forest,66
37.10298248160867,-118.599042492118,33207,108947,20.633890480732074,2706,8878,3,233,Forest,66
37.102748707673,-118.59887032135575,33237,109046,20.652643976971774,2706,8878,3,234,Shrub,43
37.1025191523145,-118.59868603903479,33268,109146,20.671498193175626,2706,8878,3,239,Forest,17
37.10227907834397,-118.59852409464037,33298,109245,20.690354996966583,2706,8878,3,239,Forest,49
37.10203421966715,-118.59837264163387,33328,109345,20.70924081476341,2706,8878,4,224,Forest,46
37.101799737903505,-118.59820486895174,33358,109444,20.72791516516449,2705,8875,4,226,Shrub,22
37.10157126162722,-118.59805366154481,33387,109538,20.745785460337668,2705,8875,5,240,Forest,54
37.101312458380036,-118.59796491530362,33417,109636,20.76434447324849,2704,8871,6,261,Forest,31
37.101039025583106,-118.59794698528415,33448,109736,20.783283830760347,2704,8871,6,262,Shrub,20
37.100765811426065,-118.5979267257137,33478,109836,20.80221523839491,2704,8871,6,255,Shrub,0
37.10050923783781,-118.59781554270268,33508,109935,20.820992681151655,2704,8871,8,249,Shrub,0
37.10023676148283,-118.59779354759267,33539,110035,20.839879054341647,2703,8868,6,269,Shrub,41
37.09996464328203,-118.59776418379485,33569,110135,20.858771215157148,2703,8868,5,257,Shrub,26
37.09969768075197,-118.59768790878627,33599,110235,20.87771057215413,2703,8868,6,242,Shrub,18
37.099454883219444,-118.59754049206308,33630,110333,20.896370638613963,2702,8865,8,233,Forest,24
37.09919715180121,-118.59744077790889,33660,110432,20.915027561968,2700,8858,10,219,Shrub,15
37.09896594691399,-118.59726157101741,33690,110531,20.933829485925052,2698,8852,11,201,Shrub,17
37.09872179818747,-118.59712025688394,33720,110629,20.952430139238313,2695,8842,5,152,Shrub,21
37.098504920246114,-118.59691124612124,33750,110729,20.97135144554219,2693,8835,8,190,Shrub,0
37.09826806040355,-118.59675268680118,33780,110827,20.9899242971805,2691,8829,13,230,Shrub,20
37.09800344644794,-118.59666448214931,33811,110927,21.00886365466948,2688,8819,11,227,Forest,38
37.09773270444251,-118.59661965483146,33841,111027,21.027753638255138,2685,8809,12,199,Forest,36
37.09746652736203,-118.59653918269085,33871,111127,21.04669299519229,2684,8806,10,237,Forest,21
37.0972227958889,-118.59639491696718,33901,111225,21.06533645086032,2683,8802,19,256,Forest,19
37.096956289644325,-118.59631617648583,33932,111325,21.084275807432306,2683,8802,19,252,Forest,19
37.096706140738725,-118.59619058062506,33962,111424,21.102914682113063,2684,8806,15,250,Forest,47
37.096526052683465,-118.59597,33990,111516,21.120329522227138,2685,8809,12,237,Shrub,26
37.09627627454978,-118.5958515508294,34020,111613,21.13880145610037,2685,8809,14,251,Forest,30
37.09601185965885,-118.5957745540956,34050,111712,21.157578051649075,2687,8816,13,258,Shrub,14
37.09588614834432,-118.5954884211917,34079,111807,21.175601072024826,2688,8819,11,232,Shrub,14
37.09574774268505,-118.59528796098691,34102,111885,21.190228941828344,2687,8816,9,189,Shrub,0
37.09566968487437,-118.59495944853016,34133,111984,21.209140909999054,2685,8809,14,145,Shrub,17
37.095467034374416,-118.59474432884579,34162,112081,21.227508143690354,2681,8796,7,202,Forest,55
37.095206863858486,-118.59463766836832,34193,112181,21.24644201985712,2678,8786,8,209,Forest,62
37.09494462634415,-118.59454092526884,34223,112281,21.265350161185882,2674,8773,13,211,Forest,64
37.09469067758009,-118.59445310747331,34253,112377,21.28357192404375,2671,8763,11,243,Forest,32
37.094422306813875,-118.59443457018745,34283,112476,21.302163442458056,2669,8757,8,233,Shrub,16
37.094167161509084,-118.5943397916979,34312,112573,21.320570412802507,2667,8750,8,220,Forest,15
37.09390487882756,-118.59426471100255,34342,112671,21.339179585565002,2663,8737,11,206,Forest,30
37.093631816064864,-118.59423942741341,34373,112771,21.358118943095864,2660,8727,7,196,Forest,51
37.093364571560585,-118.59417229240483,34403,112871,21.37697186605378,2658,8720,3,209,Forest,52
37.09310078636655,-118.59408027431391,34433,112971,21.395911223646912,2656,8714,7,238,Shrub,15
37.09287138739189,-118.59389918846973,34464,113070,21.41466246556305,2655,8711,8,241,Shrub,15
37.09260530762714,-118.59386072190352,34493,113167,21.433189328402694,2654,8707,8,238,Forest,24
37.09234293992118,-118.5939485300394,34524,113267,21.451973009753704,2652,8701,6,244,Forest,26
37.09208177392371,-118.5940229838517,34553,113364,21.47049920887752,2650,8694,6,257,Forest,56
37.091830015966124,-118.59408435803599,34582,113458,21.488239650020528,2649,8691,9,251,Forest,49
37.091584552833,-118.59419332404289,34611,113553,21.50625152749648,2647,8684,5,257,Forest,64
37.091315088196154,-118.59424064573793,34641,113653,21.525072545336098,2646,8681,8,293,Forest,69
37.09107709372322,-118.59439755159062,34671,113751,21.543672416792575,2646,8681,11,295,Forest,65
37.09084119784093,-118.59455683714876,34701,113849,21.562205849984572,2645,8678,11,271,Forest,65
37.090578230771605,-118.5946524615376,34732,113949,21.58114520605001,2643,8671,10,269,Forest,26
37.09034115239815,-118.59479831232592,34761,114045,21.599412244489333,2642,8668,10,275,Shrub,14
37.09016570767712,-118.59503376923766,34790,114139,21.617190231211517,2641,8665,11,152,Shrub,23
37.089951927317394,-118.59524000000002,34820,114238,21.635848977448276,2640,8661,12,149,Shrub,27
37.08970847812459,-118.59520826111184,34847,114327,21.652779319083415,2638,8655,9,272,Shrub,24
37.08953271291869,-118.5954048580542,34873,114413,21.669072949071854,2637,8652,4,166,Shrub,18
37.089265896723326,-118.59544,34903,114511,21.687630364072678,2636,8648,6,238,Shrub,25
37.08899681698527,-118.59540435013653,34933,114610,21.70634642520904,2636,8648,9,260,Barren,19
37.08874254485314,-118.5952797813972,34963,114709,21.7252299258455,2637,8652,9,260,Barren,19
37.088503483435254,-118.59511243840467,34994,114809,21.744169280372308,2637,8652,9,244,Barren,11
37.08824564871841,-118.59501871016806,35024,114907,21.76273858102056,2636,8648,11,235,Forest,20
37.08798314191417,-118.59493403379537,35054,115006,21.781487822673824,2636,8648,12,268,Forest,55
37.087719699201024,-118.59486084994789,35084,115105,21.800152381676416,2636,8648,11,266,Forest,59
37.0874462624927,-118.5948430171191,35114,115205,21.819091739260983,2636,8648,14,263,Shrub,41
37.087174135914225,-118.59482670901386,35145,115305,21.837936392792038,2637,8652,14,278,Shrub,19
37.0869103158416,-118.59482672307361,35174,115401,21.856184983411975,2635,8645,14,269,Shrub,20
37.08666949033638,-118.59498792753706,35205,115501,21.875069186569295,2633,8638,18,267,Shrub,15
37.086401965860354,-118.59504799756145,35235,115600,21.89386852858752,2630,8629,19,268,Shrub,11
37.086359180534885,-118.59518026248139,35248,115641,21.901744026878536,2627,8619,19,270,Shrub,11
37.086130780229055,-118.59531922487729,35276,115734,21.91930510033818,2623,8606,18,268,Shrub,12
37.085870481008705,-118.59538956961987,35305,115831,21.937723803215373,2621,8599,21,264,Shrub,12
37.08559746133216,-118.59536356774592,35336,115931,21.956663160788487,2617,8586,21,262,Forest,16
37.08533920430493,-118.59546149865471,35366,116030,21.975326395413628,2613,8573,21,257,Forest,26
37.08506760928341,-118.59549633774743,35396,116130,21.99421088931201,2610,8563,15,258,Forest,20
37.08479695179304,-118.59545353162356,35427,116229,22.013080847547606,2608,8556,19,257,Forest,21
37.08452461544501,-118.59546408286347,35457,116329,22.03192750930681,2606,8550,17,246,Shrub,38
37.084263591146254,-118.59536092276176,35487,116429,22.050858816806276,2604,8543,22,244,Shrub,25
37.08401309302306,-118.59522234933192,35518,116529,22.069798170270083,2603,8540,26,242,Shrub,28
37.08375992426045,-118.59512669191318,35547,116625,22.08808824008426,2601,8533,21,265,Shrub,19
37.083502525982844,-118.59523723181204,35578,116725,22.106908523784078,2600,8530,19,282,Forest,35
37.0833031265031,-118.59545793190713,35607,116822,22.125308314651665,2597,8520,17,301,Forest,35
37.08315306198878,-118.59574501184755,35638,116922,22.144247671110595,2593,8507,14,289,Shrub,34
37.082925490698024,-118.59593088197649,35668,117021,22.16303556942109,2590,8497,13,261,Shrub,42
37.082660541740346,-118.59600239511241,35698,117120,22.181782296823783,2588,8491,15,264,Shrub,35
37.08238683878595,-118.59601183314531,35729,117220,22.200721654401544,2586,8484,17,266,Shrub,33
37.082113323397444,-118.59602482586875,35759,117320,22.219654456079883,2584,8478,19,266,Forest,36
37.08184101304939,-118.59606065617771,35790,117420,22.238593813583247,2583,8474,21,256,Forest,53
37.08156759671809,-118.59607,35820,117520,22.257513210534025,2582,8471,25,275,Forest,29
37.08129379021949,-118.59607,35851,117620,22.276452568133887,2582,8471,24,274,Forest,29
37.08102127160329,-118.59609539654348,35881,117720,22.295354867422514,2583,8474,25,271,Forest,29
37.08076219596398,-118.596080853027,35910,117814,22.313293244900574,2582,8471,24,270,Forest,27
37.08051009711651,-118.59620756503804,35940,117914,22.33208078160692,2580,8465,25,271,Shrub,34
37.08024168532656,-118.5962486142211,35970,118012,22.35078466353784,2578,8458,23,270,Shrub,35
37.07997014637419,-118.59627546026222,36000,118112,22.36962550829585,2576,8451,20,271,Shrub,35
37.079719570957394,-118.59640003900388,36030,118210,22.38827158290701,2574,8445,13,274,Shrub,31
37.07944648176776,-118.59642486529384,36061,118310,22.407210940469962,2573,8442,11,273,Forest,33
37.07917918918355,-118.5964954240465,36091,118410,22.42610529031416,2571,8435,9,257,Forest,41
37.07891340812189,-118.59657790782424,36122,118510,22.4450446471679,2570,8432,4,253,Forest,57
37.078644396257765,-118.59663957209683,36152,118610,22.463960957720253,2569,8428,3,254,Forest,58
37.07837174485198,-118.59666000000001,36183,118710,22.48285407910772,2568,8425,3,242,Forest,55
37.078106399319395,-118.59661284445704,36213,118808,22.501391747969485,2568,8425,5,244,Forest,67
37.077832622699454,-118.59661791439444,36243,118908,22.520331105566292,2566,8419,7,246,Forest,63
37.07756531146583,-118.59667671912919,36273,119007,22.539103800479726,2564,8412,9,250,Forest,65
37.07729776773591,-118.5967381488176,36304,119106,22.557917898889084,2562,8406,11,250,Forest,59
37.077033172477336,-118.59667399595254,36334,119204,22.576559382532544,2559,8396,16,242,Forest,30
37.07676895411261,-118.59670292879815,36363,119301,22.594905138098742,2556,8386,18,251,Forest,31
37.07650427931029,-118.59676,36393,119399,22.613481790766162,2553,8376,15,252,Forest,50
37.07624240962635,-118.59667,36423,119499,22.632264081430876,2550,8366,15,246,Forest,51
37.075968603127755,-118.59667000000002,36454,119599,22.651203439030738,2547,8356,15,235,Shrub,31
37.075709245806515,-118.59660680106597,36483,119695,22.66947922721154,2544,8346,15,239,Shrub,25
37.075462251163195,-118.59648425006841,36513,119792,22.687853954401476,2542,8340,12,244,Shrub,22
37.075191999477184,-118.59645249967325,36543,119891,22.706629365420554,2541,8337,12,251,Shrub,40
37.074927179455514,-118.59637596816322,36573,119990,22.72542774043441,2541,8337,8,265,Shrub,28
37.07468963091439,-118.5962196770501,36603,120088,22.743985396998024,2542,8340,8,261,Shrub,22
37.07445099819809,-118.59607448824637,36632,120185,22.76233377159431,2542,8340,10,256,Forest,59
37.07417761491261,-118.5960554149939,36663,120285,22.781273129164514,2542,8340,10,248,Shrub,41
37.07390841183592,-118.59599774868252,36693,120385,22.800164068478413,2540,8333,11,238,Shrub,23
37.07364934282227,-118.5958874856988,36724,120485,22.819089052851393,2539,8330,13,223,Forest,24
37.07339513862072,-118.59582073408868,36753,120580,22.83705427571078,2537,8323,11,266,Forest,18
37.07312309357378,-118.59578187051055,36783,120680,22.85599363317749,2536,8320,10,244,Forest,18
37.07287899481693,-118.59564314743153,36813,120778,22.87453275416158,2535,8317,8,232,Forest,29
37.07265725684337,-118.59544459848578,36843,120877,22.893382656808633,2535,8317,8,228,Forest,62
37.072462613892746,-118.59520324122701,36874,120977,22.912322014247366,2534,8314,8,214,Forest,48
37.07221964378813,-118.59504548529237,36904,121077,22.93124969811139,2533,8310,6,225,Forest,51
37.07199008990529,-118.59486511687689,36935,121176,22.949990412881196,2533,8310,7,235,Forest,52
37.07175719298315,-118.59469336257351,36965,121275,22.968681933634336,2532,8307,10,237,Forest,24
37.07150447885534,-118.59456379878654,36995,121375,22.98756831341912,2531,8304,12,230,Forest,34
37.071240596154645,-118.59447224764548,37025,121475,23.00650766968046,2530,8301,12,245,Forest,35
37.07099410404005,-118.59433754747434,37055,121573,23.02510792033928,2530,8301,12,260,Forest,41
37.07075002379262,-118.59421402855115,37085,121669,23.0433154506518,2531,8304,11,251,Shrub,24
37.07054836584865,-118.59400869267891,37114,121764,23.061287584862335,2532,8307,10,241,Shrub,27
37.07037089375103,-118.59377230568238,37142,121858,23.07920140838182,2533,8310,11,237,Shrub,45
37.070166850087894,-118.5935491000251,37173,121957,23.097935235754385,2533,8310,13,223,Shrub,45
37.06994012333257,-118.59337008222172,37202,122055,23.116470858111406,2532,8307,13,230,Shrub,22
37.0696797344672,-118.59327109837271,37233,122155,23.135292391411326,2531,8304,13,243,Shrub,27
37.06943568114238,-118.59313220107099,37263,122252,23.153832767675723,2531,8304,13,241,Forest,27
37.06921495206532,-118.5929372337456,37293,122351,23.17251164880237,2531,8304,14,232,Shrub,22
37.06900974668392,-118.59271231001293,37323,122451,23.191368502687087,2531,8304,16,243,Forest,16
37.06875218624501,-118.59263304011499,37352,122548,23.209713449692497,2530,8301,15,246,Forest,16
37.06849850065736,-118.59254148370584,37382,122644,23.22797413048798,2530,8301,13,240,Forest,21
37.06828927903214,-118.59233279243159,37412,122742,23.24647024938875,2529,8297,13,239,Shrub,18
37.06803388080521,-118.59224716427559,37441,122838,23.264757529206637,2528,8294,12,240,Forest,23
37.067777068832235,-118.59212815384909,37472,122938,23.283696884598037,2527,8291,11,242,Forest,18
37.06751629934479,-118.59202539545277,37502,123038,23.30260509941125,2526,8287,11,236,Forest,22
37.0672814707211,-118.59186653200115,37532,123135,23.321063793273158,2526,8287,12,238,Forest,24
37.067055503758425,-118.59167730225505,37562,123235,23.33986237609419,2526,8287,10,246,Forest,63
37.06686353595618,-118.5914477427789,37591,123332,23.35821591658222,2527,8291,6,241,Forest,63
37.06666118428384,-118.59123403856869,37621,123428,23.376519856615637,2528,8294,6,237,Forest,61
37.06644314487951,-118.59103724939757,37651,123526,23.39510578741498,2528,8294,6,235,Forest,60
37.06628665277125,-118.59077059441049,37680,123623,23.413375547374127,2529,8297,6,210,Forest,60
37.0661717180257,-118.59047040523598,37710,123720,23.43175279947404,2528,8294,14,214,Shrub,34
37.06593245028108,-118.5903324502811,37739,123816,23.44997063781107,2527,8291,13,237,Shrub,21
37.06567934067381,-118.59022795526471,37769,123913,23.46840390486341,2526,8287,12,245,Forest,25
37.06541885313227,-118.59012290653872,37799,124013,23.48733190349762,2526,8287,12,258,Forest,48
37.06518315518236,-118.58995356774749,37830,124113,23.506124414970675,2527,8291,9,254,Shrub,26
37.06502021666739,-118.58968128589916,37860,124212,23.524909571280293,2527,8291,7,222,Shrub,19
37.064877490119684,-118.58938998419151,37890,124311,23.543776989996534,2525,8284,12,139,Shrub,26
